Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,Sh/90,SoT/90,G/SoT,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,01-Mar,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Compl,Subs,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Market Value,Market Value Euros
1701,alberto moreno,es ESP,DF,Como,it Serie A,32,1992,17,17,1344,14.9,0,0,0,0,0,0,4,0,0.3,0.3,0.9,1.2,20,58,47,0.0,0.08,1701,es ESP,DF,it Serie A,32-234,1992,14.9,0,10,4,0.67,0.27,0.0,0,0,0,0.3,0.3,-0.3,-0.3,1701,es ESP,DF,it Serie A,32-234,1992,14.9,688,827,83.2,11923,4029,0,0.9,1.4,-0.9,15,51,16,9,58,1701,es ESP,DF,it Serie A,32-234,1992,14.9,827,696,128,21,1,4,39,107,0,0,0,0,688,3,15,1701,es ESP,DF,it Serie A,32-234,1992,14.9,26,1.74,24,2,0,0,0,0,2,0.13,1701,es ESP,DF,it Serie A,32-234,1992,14.9,22,10,15,7,0,19,57.9,8,10,2,8,12,34,26,2,1701,es ESP,DF,it Serie A,32-234,1992,14.9,937,42,299,417,228,17,937,6,3,50.0,3,50.0,568,2302,993,20,24,4,15,2,619,47,2111,es ESP,DF,it Serie A,32-234,1992,17,1344,79,57.4,14.9,17,8,0,1,0.88,15,24,-9,-0.6,-0.6,16.7,16.2,0.4,0.03,1701,es ESP,DF,it Serie A,32-234,1992,14.9,4,0,0,14,10,1,39,12,10,0,0,0,57,8,17,32.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,1800000
1703,gerard moreno,es ESP,FW,Villarreal,es La Liga,32,1992,12,6,599,6.7,3,1,4,0,3,3,0,0,4.2,1.8,3.0,4.9,11,44,50,0.15,1.09,1703,es ESP,FW,es La Liga,32-323,1992,6.7,3,23,9,3.46,1.35,0.0,0,3,3,4.2,1.8,-1.2,-1.8,1703,es ESP,FW,es La Liga,32-323,1992,6.7,186,242,76.9,3363,902,1,3.0,1.7,-2.0,15,21,15,2,44,1703,es ESP,FW,es La Liga,32-323,1992,6.7,242,229,10,0,1,1,9,0,0,0,0,0,186,3,7,1703,es ESP,FW,es La Liga,32-323,1992,6.7,36,5.41,28,0,2,3,2,1,4,0.6,1703,es ESP,FW,es La Liga,32-323,1992,6.7,7,4,3,2,2,8,37.5,5,0,0,0,2,9,5,0,1703,es ESP,FW,es La Liga,32-323,1992,6.7,322,6,20,138,166,42,319,19,10,52.6,9,47.4,189,967,379,11,10,7,11,8,259,50,2113,es ESP,FW,es La Liga,32-323,1992,12,599,50,26.6,6.7,6,1,6,1,1.42,15,9,6,0.9,0.52,17.0,6.3,10.8,1.62,1703,es ESP,FW,es La Liga,32-323,1992,6.7,0,0,0,9,9,1,9,2,4,1,0,0,19,15,4,78.9,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000000
1704,matias moreno,ar ARG,DF,Fiorentina,it Serie A,21,2003,2,2,123,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,1,0.0,0.02,1704,ar ARG,DF,it Serie A,21-153,2003,1.4,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1704,ar ARG,DF,it Serie A,21-153,2003,1.4,49,60,81.7,847,346,0,0.0,0.0,0.0,1,5,2,0,6,1704,ar ARG,DF,it Serie A,21-153,2003,1.4,60,57,3,3,0,1,2,0,0,0,0,0,49,0,2,1704,ar ARG,DF,it Serie A,21-153,2003,1.4,3,2.2,2,0,1,0,0,0,0,0.0,1704,ar ARG,DF,it Serie A,21-153,2003,1.4,7,7,5,2,0,4,100.0,0,2,0,2,0,7,4,0,1704,ar ARG,DF,it Serie A,21-153,2003,1.4,77,6,30,39,9,0,77,1,1,100.0,0,0.0,45,172,95,1,0,0,1,0,47,1,2114,ar ARG,DF,it Serie A,21-153,2003,2,123,62,5.3,1.4,2,0,0,20,0.0,1,4,-3,-2.2,-2.84,1.0,2.9,-1.9,-1.37,1704,ar ARG,DF,it Serie A,21-153,2003,1.4,0,0,0,4,0,0,2,0,7,0,1,0,3,2,3,40.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000000
1705,tete morente,es ESP,FW,Lecce,it Serie A,28,1996,22,15,1369,15.2,3,1,4,3,0,0,2,0,2.1,2.1,0.7,2.8,30,67,96,0.26,0.19,1705,es ESP,FW,it Serie A,28-082,1996,15.2,3,22,7,1.45,0.46,0.43,0,0,0,2.1,2.1,0.9,0.9,1705,es ESP,FW,it Serie A,28-082,1996,15.2,369,488,75.6,5915,1725,1,0.7,0.6,0.3,15,33,16,6,67,1705,es ESP,FW,it Serie A,28-082,1996,15.2,488,468,16,2,2,3,36,11,3,0,2,0,369,4,20,1705,es ESP,FW,it Serie A,28-082,1996,15.2,37,2.43,31,1,2,1,1,1,2,0.13,1705,es ESP,FW,it Serie A,28-082,1996,15.2,19,12,7,8,4,27,22.2,21,13,1,12,11,30,16,1,1705,es ESP,FW,it Serie A,28-082,1996,15.2,651,15,98,313,251,23,651,35,16,45.7,16,45.7,354,2251,1021,30,27,1,22,8,428,96,2115,es ESP,FW,it Serie A,28-082,1996,22,1369,62,58.5,15.2,15,4,7,4,0.95,10,26,-16,-1.05,-0.31,12.4,22.2,-9.8,-0.65,1705,es ESP,FW,it Serie A,28-082,1996,15.2,2,0,0,17,14,0,36,11,12,0,0,0,63,20,17,54.1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000000
1706,mateu morey,es ESP,DF,Mallorca,es La Liga,24,2000,8,4,382,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,13,9,18,0.0,0.04,1706,es ESP,DF,es La Liga,24-359,2000,4.2,0,1,0,0.24,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1706,es ESP,DF,es La Liga,24-359,2000,4.2,174,221,78.7,2690,761,0,0.1,0.2,-0.1,3,8,2,1,9,1706,es ESP,DF,es La Liga,24-359,2000,4.2,221,191,30,1,0,0,14,29,0,0,0,0,174,0,6,1706,es ESP,DF,es La Liga,24-359,2000,4.2,8,1.89,6,0,1,0,1,0,1,0.24,1706,es ESP,DF,es La Liga,24-359,2000,4.2,9,8,5,3,1,13,46.2,7,6,0,6,9,18,11,1,1706,es ESP,DF,es La Liga,24-359,2000,4.2,273,15,77,128,70,4,273,10,7,70.0,3,30.0,137,694,329,13,7,4,4,4,155,18,2117,es ESP,DF,es La Liga,24-359,2000,8,382,48,17.7,4.2,4,1,4,11,1.33,5,10,-5,-1.18,-1.08,3.3,6.1,-2.9,-0.68,1706,es ESP,DF,es La Liga,24-359,2000,4.2,1,0,0,9,5,0,14,9,8,0,0,0,18,4,3,57.1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800000
1707,ilaix moriba,gn GUI,MF,Celta Vigo,es La Liga,22,2003,21,14,1279,14.2,0,1,1,0,0,0,7,1,0.6,0.6,1.1,1.7,24,70,41,0.07,0.12,1707,gn GUI,MF,es La Liga,22-036,2003,14.2,0,17,4,1.2,0.28,0.0,0,0,0,0.6,0.6,-0.6,-0.6,1707,gn GUI,MF,es La Liga,22-036,2003,14.2,575,654,87.9,9000,2341,1,1.1,1.9,-0.1,15,71,12,2,70,1707,gn GUI,MF,es La Liga,22-036,2003,14.2,654,634,19,15,3,8,5,3,0,0,0,0,575,1,2,1707,gn GUI,MF,es La Liga,22-036,2003,14.2,32,2.25,27,0,1,1,1,2,2,0.14,1707,gn GUI,MF,es La Liga,22-036,2003,14.2,37,24,11,19,7,38,55.3,17,21,4,17,8,45,21,0,1707,gn GUI,MF,es La Liga,22-036,2003,14.2,846,24,141,494,222,25,846,28,9,32.1,10,35.7,516,2504,1080,24,23,7,33,16,595,41,2119,gn GUI,MF,es La Liga,22-036,2003,21,1279,61,56.8,14.2,14,8,7,2,1.1,18,21,-3,-0.21,-0.3,17.5,16.7,0.9,0.06,1707,gn GUI,MF,es La Liga,22-036,2003,14.2,7,1,1,16,37,1,5,8,24,0,0,0,66,16,19,45.7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000000
1708,manu morlanes,es ESP,MF,Mallorca,es La Liga,26,1999,16,12,1031,11.5,0,0,0,0,0,0,5,0,0.4,0.4,0.2,0.6,14,64,27,0.0,0.05,1708,es ESP,MF,es La Liga,26-043,1999,11.5,0,9,0,0.79,0.0,0.2,0,0,0,0.4,0.4,-0.4,-0.4,1708,es ESP,MF,es La Liga,26-043,1999,11.5,461,521,88.5,7452,2237,0,0.2,0.6,-0.2,6,64,9,3,64,1708,es ESP,MF,es La Liga,26-043,1999,11.5,521,499,21,18,2,3,7,1,1,0,1,0,461,1,2,1708,es ESP,MF,es La Liga,26-043,1999,11.5,27,2.36,24,1,0,2,0,0,0,0.0,1708,es ESP,MF,es La Liga,26-043,1999,11.5,32,20,14,13,5,23,65.2,8,18,7,11,23,55,15,0,1708,es ESP,MF,es La Liga,26-043,1999,11.5,635,28,140,385,116,5,635,5,1,20.0,4,80.0,342,1781,896,14,15,0,7,9,385,27,2120,es ESP,MF,es La Liga,26-043,1999,16,1031,64,47.7,11.5,12,4,4,2,1.5,12,12,0,0.0,0.56,12.0,13.7,-1.7,-0.15,1708,es ESP,MF,es La Liga,26-043,1999,11.5,5,0,0,11,10,0,7,23,20,0,0,0,62,8,14,36.4,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,2500000
1709,nikola moro,hr CRO,MF,Bologna,it Serie A,26,1998,17,13,1062,11.8,0,2,2,0,0,0,0,0,0.5,0.5,0.8,1.3,17,84,20,0.17,0.11,1709,hr CRO,MF,it Serie A,26-349,1998,11.8,0,14,2,1.19,0.17,0.0,1,0,0,0.5,0.5,-0.5,-0.5,1709,hr CRO,MF,it Serie A,26-349,1998,11.8,578,717,80.6,11338,3002,2,0.8,1.0,1.2,19,89,9,2,84,1709,hr CRO,MF,it Serie A,26-349,1998,11.8,717,662,54,27,1,8,32,1,18,0,13,0,578,1,10,1709,hr CRO,MF,it Serie A,26-349,1998,11.8,45,3.79,30,9,1,3,0,2,6,0.51,1709,hr CRO,MF,it Serie A,26-349,1998,11.8,30,24,6,17,7,32,65.6,11,18,7,11,12,42,16,0,1709,hr CRO,MF,it Serie A,26-349,1998,11.8,827,18,131,514,187,2,827,11,6,54.5,4,36.4,439,1914,853,17,10,0,10,3,533,20,2121,hr CRO,MF,it Serie A,26-349,1998,17,1062,62,47.2,11.8,13,3,4,8,1.53,17,18,-1,-0.08,-0.69,16.2,13.4,2.8,0.24,1709,hr CRO,MF,it Serie A,26-349,1998,11.8,0,0,0,19,9,0,32,12,24,0,0,0,67,11,14,44.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000000
1711,sam morsy,eg EGY,MF,Ipswich Town,eng Premier League,33,1991,23,21,1914,21.3,1,1,2,1,0,0,7,0,0.3,0.3,0.7,1.0,12,89,9,0.09,0.05,1711,eg EGY,MF,eng Premier League,33-167,1991,21.3,1,8,1,0.38,0.05,1.0,0,0,0,0.3,0.3,0.7,0.7,1711,eg EGY,MF,eng Premier League,33-167,1991,21.3,932,1066,87.4,14859,3936,1,0.7,1.0,0.3,15,117,11,2,89,1711,eg EGY,MF,eng Premier League,33-167,1991,21.3,1066,1030,31,30,1,2,9,0,0,0,0,0,932,5,18,1711,eg EGY,MF,eng Premier League,33-167,1991,21.3,32,1.51,29,3,0,0,0,0,1,0.05,1711,eg EGY,MF,eng Premier League,33-167,1991,21.3,49,26,25,20,4,50,40.0,30,22,8,14,21,70,36,4,1711,eg EGY,MF,eng Premier League,33-167,1991,21.3,1233,59,347,714,184,4,1233,17,11,64.7,5,29.4,642,3468,1475,12,19,1,12,9,847,9,2124,eg EGY,MF,eng Premier League,33-167,1991,23,1914,83,81.8,21.3,21,19,2,0,0.7,19,44,-25,-1.18,-0.12,20.6,41.0,-20.4,-0.96,1711,eg EGY,MF,eng Premier League,33-167,1991,21.3,7,0,0,37,18,0,9,21,26,0,1,0,110,10,21,32.3,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,900000
1712,gabriel moscardo,br BRA,MF,Reims,fr Ligue 1,19,2005,3,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.08,1712,br BRA,MF,fr Ligue 1,19-149,2005,0.4,0,1,0,2.81,0.0,0.2,0,0,0,0.0,0.0,0.0,0.0,1712,br BRA,MF,fr Ligue 1,19-149,2005,0.4,14,16,87.5,213,43,0,0.0,0.0,0.0,0,0,1,0,2,1712,br BRA,MF,fr Ligue 1,19-149,2005,0.4,16,15,1,1,0,0,0,0,0,0,0,0,14,0,0,1712,br BRA,MF,fr Ligue 1,19-149,2005,0.4,0,0.0,0,0,0,0,0,0,0,0.0,1712,br BRA,MF,fr Ligue 1,19-149,2005,0.4,2,0,2,0,0,3,33.3,2,1,1,0,0,2,0,0,1712,br BRA,MF,fr Ligue 1,19-149,2005,0.4,21,0,8,9,4,0,21,0,0,46.2,0,42.9,8,29,16,0,0,0,1,1,13,0,2126,br BRA,MF,fr Ligue 1,19-149,2005,3,32,11,1.5,0.4,0,0,3,7,0.67,0,0,0,0.0,0.4,0.4,0.5,-0.1,-0.27,1712,br BRA,MF,fr Ligue 1,19-149,2005,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12000000
1713,cristhian mosquera,es ESP,DF,Valencia,es La Liga,20,2004,24,24,2149,23.9,1,0,1,1,0,0,5,0,0.4,0.4,0.0,0.4,22,73,5,0.04,0.01,1713,es ESP,DF,es La Liga,20-242,2004,23.9,1,4,2,0.17,0.08,0.5,0,0,0,0.4,0.4,0.6,0.6,1713,es ESP,DF,es La Liga,20-242,2004,23.9,1161,1271,91.3,21743,7181,0,0.0,0.2,0.0,0,59,1,0,73,1713,es ESP,DF,es La Liga,20-242,2004,23.9,1271,1207,62,36,0,5,0,16,0,0,0,0,1161,2,5,1713,es ESP,DF,es La Liga,20-242,2004,23.9,6,0.25,5,0,0,0,0,1,0,0.0,1713,es ESP,DF,es La Liga,20-242,2004,23.9,32,22,24,7,1,22,72.7,6,24,16,8,28,60,73,3,1713,es ESP,DF,es La Liga,20-242,2004,23.9,1468,146,745,694,37,4,1468,8,5,62.5,3,37.5,865,4664,2681,22,9,0,12,4,948,5,2128,es ESP,DF,es La Liga,20-242,2004,24,2149,90,95.5,23.9,24,23,0,0,0.96,24,34,-10,-0.42,4.93,25.0,32.3,-7.3,-0.31,1713,es ESP,DF,es La Liga,20-242,2004,23.9,5,0,0,10,18,0,0,28,22,0,2,0,133,26,34,43.3,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,30000000
1714,daniel mosquera,co COL,FW,Hellas Verona,it Serie A,25,1999,24,6,840,9.3,4,1,5,4,0,0,2,0,3.9,3.9,1.3,5.1,9,18,59,0.54,0.55,1714,co COL,FW,it Serie A,25-127,1999,9.3,4,29,8,3.11,0.86,0.5,0,0,0,3.9,3.9,0.1,0.1,1714,co COL,FW,it Serie A,25-127,1999,9.3,139,207,67.1,1761,349,1,1.3,0.8,-0.3,12,12,3,0,18,1714,co COL,FW,it Serie A,25-127,1999,9.3,207,196,11,0,1,0,2,0,0,0,0,0,139,0,7,1714,co COL,FW,it Serie A,25-127,1999,9.3,29,3.11,22,0,0,5,1,1,2,0.21,1714,co COL,FW,it Serie A,25-127,1999,9.3,7,5,3,1,3,6,0.0,6,7,1,6,1,8,7,0,1714,co COL,FW,it Serie A,25-127,1999,9.3,311,8,22,147,147,45,311,13,8,61.5,5,38.5,155,829,315,9,9,4,24,14,218,59,2129,co COL,FW,it Serie A,25-127,1999,24,840,35,35.9,9.3,6,1,18,2,1.08,12,21,-9,-0.96,0.12,13.1,15.7,-2.6,-0.28,1714,co COL,FW,it Serie A,25-127,1999,9.3,2,0,0,26,10,5,2,1,5,0,0,0,27,48,52,48.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500000
1715,yerson mosquera,co COL,DF,Wolves,eng Premier League,23,2001,5,5,441,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,0,7,0,0.0,0.09,1715,co COL,DF,eng Premier League,23-298,2001,4.9,0,2,0,0.41,0.0,0.0,0,0,0,0.3,0.3,-0.3,-0.3,1715,co COL,DF,eng Premier League,23-298,2001,4.9,205,240,85.4,3996,1184,0,0.1,0.0,-0.1,2,16,1,1,7,1715,co COL,DF,eng Premier League,23-298,2001,4.9,240,230,9,4,0,1,2,0,0,0,0,0,205,1,3,1715,co COL,DF,eng Premier League,23-298,2001,4.9,5,1.02,5,0,0,0,0,0,0,0.0,1715,co COL,DF,eng Premier League,23-298,2001,4.9,11,7,9,2,0,14,64.3,5,13,10,3,10,21,14,0,1715,co COL,DF,eng Premier League,23-298,2001,4.9,294,43,170,115,12,7,294,0,0,50.0,0,40.9,168,683,322,0,1,0,4,1,182,0,2130,co COL,DF,eng Premier League,23-298,2001,5,441,88,18.8,4.9,5,4,0,0,0.2,5,12,-7,-1.43,-0.91,4.9,6.0,-1.1,-0.22,1715,co COL,DF,eng Premier League,23-298,2001,4.9,2,0,0,6,7,1,2,10,7,0,0,0,24,11,6,64.7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000000
1716,dany mota,pt POR,"MF,FW",Monza,it Serie A,26,1998,20,15,1290,14.3,4,0,4,4,0,0,2,0,2.8,2.8,0.8,3.7,35,33,94,0.28,0.26,1716,pt POR,"MF,FW",it Serie A,26-298,1998,14.3,4,24,5,1.67,0.35,0.8,0,0,0,2.8,2.8,1.2,1.2,1716,pt POR,"MF,FW",it Serie A,26-298,1998,14.3,251,349,71.9,3962,682,0,0.8,1.3,-0.8,10,18,13,4,33,1716,pt POR,"MF,FW",it Serie A,26-298,1998,14.3,349,337,12,0,2,5,29,3,0,0,0,0,251,0,16,1716,pt POR,"MF,FW",it Serie A,26-298,1998,14.3,32,2.23,25,0,1,3,3,0,1,0.07,1716,pt POR,"MF,FW",it Serie A,26-298,1998,14.3,9,1,2,0,7,5,40.0,3,13,0,13,7,16,16,1,1716,pt POR,"MF,FW",it Serie A,26-298,1998,14.3,505,14,61,205,246,56,505,28,9,32.1,17,60.7,312,2074,816,35,22,10,36,18,367,94,2131,pt POR,"MF,FW",it Serie A,26-298,1998,20,1290,65,57.3,14.3,15,4,5,0,0.5,12,22,-10,-0.7,0.05,11.7,18.8,-7.1,-0.49,1716,pt POR,"MF,FW",it Serie A,26-298,1998,14.3,2,0,0,16,20,3,29,7,1,0,0,0,50,35,41,46.1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000000
