Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,Sh/90,SoT/90,G/SoT,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,01-Mar,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Compl,Subs,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Market Value,Market Value Euros
2206,albert sambi lokonga,be BEL,MF,Sevilla,es La Liga,25,1999,15,12,1117,12.4,0,2,2,0,0,0,3,0,0.3,0.3,0.5,0.8,19,68,14,0.16,0.07,2206,be BEL,MF,es La Liga,25-125,1999,12.4,0,7,2,0.56,0.16,0.0,0,0,0,0.3,0.3,-0.3,-0.3,2206,be BEL,MF,es La Liga,25-125,1999,12.4,646,720,89.7,10667,3160,2,0.5,0.8,1.5,11,64,6,0,68,2206,be BEL,MF,es La Liga,25-125,1999,12.4,720,696,23,18,4,10,2,5,0,0,0,0,646,1,0,2206,be BEL,MF,es La Liga,25-125,1999,12.4,21,1.69,21,0,0,0,0,0,2,0.16,2206,be BEL,MF,es La Liga,25-125,1999,12.4,18,13,9,8,1,11,72.7,3,8,1,7,7,25,18,3,2206,be BEL,MF,es La Liga,25-125,1999,12.4,807,33,204,487,118,11,807,7,3,42.9,2,28.6,426,2353,1313,19,12,1,13,10,580,14,2736,be BEL,MF,es La Liga,25-125,1999,15,1117,74,51.7,12.4,12,8,3,1,1.33,11,15,-4,-0.32,-0.24,13.3,14.5,-1.2,-0.1,2206,be BEL,MF,es La Liga,25-125,1999,12.4,3,0,0,16,14,0,2,7,13,0,0,0,59,24,10,70.6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12000000
2207,junior sambia,fr FRA,"FW,DF",Empoli,it Serie A,28,1996,9,0,124,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,9,7,0.0,0.09,2207,fr FRA,"FW,DF",it Serie A,28-170,1996,1.4,0,2,0,1.45,0.0,0.0,2,0,0,0.1,0.1,-0.1,-0.1,2207,fr FRA,"FW,DF",it Serie A,28-170,1996,1.4,36,59,61.0,566,271,0,0.0,0.0,0.0,1,4,1,0,9,2207,fr FRA,"FW,DF",it Serie A,28-170,1996,1.4,59,43,16,0,0,0,9,11,5,2,3,0,36,0,0,2207,fr FRA,"FW,DF",it Serie A,28-170,1996,1.4,0,0.0,0,0,0,0,0,0,0,0.0,2207,fr FRA,"FW,DF",it Serie A,28-170,1996,1.4,6,4,1,3,2,5,100.0,0,2,0,2,1,7,0,0,2207,fr FRA,"FW,DF",it Serie A,28-170,1996,1.4,80,1,6,40,35,2,80,5,1,20.0,3,60.0,25,85,35,0,1,0,2,2,30,7,2737,fr FRA,"FW,DF",it Serie A,28-170,1996,9,124,14,5.3,1.4,0,0,9,14,0.22,1,6,-5,-3.63,-2.98,1.5,1.8,-0.4,-0.26,2207,fr FRA,"FW,DF",it Serie A,28-170,1996,1.4,0,0,0,1,0,0,9,1,4,0,0,0,6,3,2,60.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,1400000
2209,antonio sanabria,py PAR,FW,Torino,it Serie A,28,1996,20,14,1099,12.2,2,1,3,2,0,1,1,0,2.5,1.7,0.5,2.1,6,15,46,0.25,0.24,2209,py PAR,FW,it Serie A,28-357,1996,12.2,2,14,4,1.15,0.33,0.5,0,0,1,2.5,1.7,-0.5,0.3,2209,py PAR,FW,it Serie A,28-357,1996,12.2,179,222,80.6,2436,422,1,0.5,0.7,0.5,8,13,3,0,15,2209,py PAR,FW,it Serie A,28-357,1996,12.2,222,212,9,1,1,1,0,1,0,0,0,0,179,1,2,2209,py PAR,FW,it Serie A,28-357,1996,12.2,19,1.56,13,1,0,2,3,0,3,0.25,2209,py PAR,FW,it Serie A,28-357,1996,12.2,2,2,1,0,1,4,25.0,3,6,1,5,1,3,9,0,2209,py PAR,FW,it Serie A,28-357,1996,12.2,310,11,37,163,114,28,309,9,4,44.4,5,55.6,198,794,190,6,6,1,24,22,248,46,2742,py PAR,FW,it Serie A,28-357,1996,20,1099,55,47.0,12.2,14,5,6,6,1.15,9,13,-4,-0.33,-0.4,9.5,15.7,-6.2,-0.51,2209,py PAR,FW,it Serie A,28-357,1996,12.2,1,0,0,12,13,1,0,1,2,1,0,0,22,17,47,26.6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000000
2210,oihan sancet,es ESP,MF,Athletic Club,es La Liga,24,2000,21,17,1347,15.0,13,1,14,11,2,2,2,0,8.2,6.7,1.4,8.0,43,78,101,0.8,0.64,2210,es ESP,MF,es La Liga,24-305,2000,15.0,13,40,15,2.67,1.0,0.73,0,2,2,8.2,6.7,4.8,4.3,2210,es ESP,MF,es La Liga,24-305,2000,15.0,390,477,81.8,5965,1451,1,1.4,1.2,-0.4,17,58,13,1,78,2210,es ESP,MF,es La Liga,24-305,2000,15.0,477,459,16,2,5,4,17,3,0,0,0,0,390,2,12,2210,es ESP,MF,es La Liga,24-305,2000,15.0,40,2.67,31,0,4,4,1,0,7,0.47,2210,es ESP,MF,es La Liga,24-305,2000,15.0,10,6,6,3,1,13,30.8,9,9,0,9,5,15,5,0,2210,es ESP,MF,es La Liga,24-305,2000,15.0,640,4,52,313,290,61,638,40,19,47.5,18,45.0,385,2583,1445,43,34,6,48,37,518,101,2743,es ESP,MF,es La Liga,24-305,2000,21,1347,64,59.9,15.0,17,4,4,0,1.9,30,13,17,1.14,0.64,23.5,13.1,10.4,0.69,2210,es ESP,MF,es La Liga,24-305,2000,15.0,2,0,0,12,18,3,17,5,6,0,0,0,59,9,9,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,50000000
2218,jadon sancho,eng ENG,FW,Chelsea,eng Premier League,24,2000,20,13,1198,13.3,2,4,6,2,0,0,1,0,1.5,1.5,2.6,4.2,69,60,148,0.45,0.31,2218,eng ENG,FW,eng Premier League,24-336,2000,13.3,2,17,4,1.28,0.3,0.5,0,0,0,1.5,1.5,0.5,0.5,2218,eng ENG,FW,eng Premier League,24-336,2000,13.3,445,538,82.7,5939,1350,4,2.6,2.3,1.4,24,18,29,0,60,2218,eng ENG,FW,eng Premier League,24-336,2000,13.3,538,527,10,1,6,0,15,9,0,0,0,0,445,1,14,2218,eng ENG,FW,eng Premier League,24-336,2000,13.3,46,3.46,42,0,2,0,2,0,9,0.68,2218,eng ENG,FW,eng Premier League,24-336,2000,13.3,8,5,2,2,4,9,44.4,5,4,0,4,1,9,5,2,2218,eng ENG,FW,eng Premier League,24-336,2000,13.3,654,11,82,202,377,82,654,75,39,52.0,30,40.0,446,3100,1742,69,27,37,20,14,516,148,2751,eng ENG,FW,eng Premier League,24-336,2000,20,1198,60,51.2,13.3,13,5,7,1,1.7,25,21,4,0.3,-0.33,25.5,19.3,6.2,0.46,2218,eng ENG,FW,eng Premier League,24-336,2000,13.3,1,0,0,3,8,5,15,1,5,1,0,0,67,1,7,12.5,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,30000000
2219,philipp sander,de GER,MF,Gladbach,de Bundesliga,27,1998,21,11,998,11.1,1,0,1,1,0,0,2,0,0.7,0.7,0.3,1.0,8,45,17,0.09,0.09,2219,de GER,MF,de Bundesliga,27-003,1998,11.1,1,11,5,0.99,0.45,0.2,0,0,0,0.7,0.7,0.3,0.3,2219,de GER,MF,de Bundesliga,27-003,1998,11.1,419,530,79.1,6465,1720,0,0.3,0.5,-0.3,7,34,4,2,45,2219,de GER,MF,de Bundesliga,27-003,1998,11.1,530,507,23,10,2,2,12,7,6,3,3,0,419,0,13,2219,de GER,MF,de Bundesliga,27-003,1998,11.1,16,1.44,10,3,0,3,0,0,0,0.0,2219,de GER,MF,de Bundesliga,27-003,1998,11.1,24,12,11,11,2,15,60.0,6,12,4,8,15,39,33,3,2219,de GER,MF,de Bundesliga,27-003,1998,11.1,653,34,181,387,91,13,653,10,4,40.0,5,50.0,337,1543,622,8,7,3,11,6,405,17,2752,de GER,MF,de Bundesliga,27-003,1998,21,998,48,48.2,11.1,11,4,10,1,1.43,15,18,-3,-0.27,-0.52,17.3,21.9,-4.6,-0.42,2219,de GER,MF,de Bundesliga,27-003,1998,11.1,2,0,0,12,7,0,12,15,12,0,0,0,56,24,14,63.2,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000000
2220,james sands,us USA,"MF,DF",St. Pauli,de Bundesliga,24,2000,7,5,453,5.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,16,6,0.0,0.01,2220,us USA,"MF,DF",de Bundesliga,24-233,2000,5.0,0,1,0,0.2,0.0,0.33,0,0,0,0.1,0.1,-0.1,-0.1,2220,us USA,"MF,DF",de Bundesliga,24-233,2000,5.0,155,204,76.0,2286,644,0,0.0,0.1,0.0,1,8,3,0,16,2220,us USA,"MF,DF",de Bundesliga,24-233,2000,5.0,204,198,5,5,0,2,2,0,0,0,0,0,155,1,5,2220,us USA,"MF,DF",de Bundesliga,24-233,2000,5.0,7,1.39,7,0,0,0,0,0,0,0.0,2220,us USA,"MF,DF",de Bundesliga,24-233,2000,5.0,15,6,5,8,2,4,100.0,0,5,1,4,5,20,8,0,2220,us USA,"MF,DF",de Bundesliga,24-233,2000,5.0,259,12,63,148,49,6,259,1,1,100.0,0,0.0,119,413,146,0,0,0,3,3,152,6,2753,us USA,"MF,DF",de Bundesliga,24-233,2000,7,453,65,21.9,5.0,5,4,2,0,1.0,5,4,1,0.2,0.76,4.4,4.9,-0.5,-0.1,2220,us USA,"MF,DF",de Bundesliga,24-233,2000,5.0,1,0,0,11,5,1,2,5,6,0,0,0,21,17,8,68.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000000
2222,arouna sangante,sn SEN,DF,Le Havre,fr Ligue 1,22,2002,10,10,792,8.8,2,0,2,2,0,0,3,1,0.5,0.5,0.1,0.6,8,33,1,0.23,0.06,2222,sn SEN,DF,fr Ligue 1,22-318,2002,8.8,2,6,3,0.68,0.34,0.67,0,0,0,0.5,0.5,1.5,1.5,2222,sn SEN,DF,fr Ligue 1,22-318,2002,8.8,419,489,85.7,7995,2690,0,0.1,0.1,-0.1,3,36,3,1,33,2222,sn SEN,DF,fr Ligue 1,22-318,2002,8.8,489,446,42,21,0,1,2,21,0,0,0,0,419,1,2,2222,sn SEN,DF,fr Ligue 1,22-318,2002,8.8,11,1.25,9,2,0,0,0,0,0,0.0,2222,sn SEN,DF,fr Ligue 1,22-318,2002,8.8,14,10,7,7,0,10,60.0,4,9,5,4,16,30,34,1,2222,sn SEN,DF,fr Ligue 1,22-318,2002,8.8,588,51,262,294,35,7,588,4,3,75.0,1,25.0,341,1822,1005,8,4,0,9,5,382,1,2755,sn SEN,DF,fr Ligue 1,22-318,2002,10,792,79,38.3,8.8,10,7,0,2,0.8,8,16,-8,-0.91,0.5,9.0,12.7,-3.7,-0.42,2222,sn SEN,DF,fr Ligue 1,22-318,2002,8.8,3,1,0,17,10,1,2,16,10,0,0,0,29,15,13,53.6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,10000000
2224,nhoa sangui,fr FRA,"DF,MF",Reims,fr Ligue 1,18,2006,20,9,944,10.5,0,1,1,0,0,0,3,0,0.1,0.1,0.3,0.4,11,34,44,0.1,0.04,2224,fr FRA,"DF,MF",fr Ligue 1,18-363,2006,10.5,0,3,0,0.29,0.0,0.2,0,0,0,0.1,0.1,-0.1,-0.1,2224,fr FRA,"DF,MF",fr Ligue 1,18-363,2006,10.5,412,494,83.4,6023,1637,1,0.3,0.4,0.7,3,32,2,1,34,2224,fr FRA,"DF,MF",fr Ligue 1,18-363,2006,10.5,494,427,65,7,0,3,12,58,0,0,0,0,412,2,13,2224,fr FRA,"DF,MF",fr Ligue 1,18-363,2006,10.5,13,1.24,11,2,0,0,0,0,3,0.29,2224,fr FRA,"DF,MF",fr Ligue 1,18-363,2006,10.5,13,6,5,4,4,9,66.7,3,7,3,4,5,18,18,0,2224,fr FRA,"DF,MF",fr Ligue 1,18-363,2006,10.5,571,22,179,271,126,8,571,12,7,58.3,5,41.7,291,1442,727,11,9,2,13,14,358,44,2758,fr FRA,"DF,MF",fr Ligue 1,18-363,2006,20,944,47,45.6,10.5,9,5,11,2,0.9,15,20,-5,-0.48,-0.16,11.2,18.1,-6.9,-0.65,2224,fr FRA,"DF,MF",fr Ligue 1,18-363,2006,10.5,3,0,0,7,6,0,12,5,6,0,0,0,51,4,11,26.7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,2500000
2225,maroan sannadi,es ESP,FW,Athletic Club,es La Liga,24,2001,3,2,166,1.8,1,0,1,1,0,0,0,0,1.9,1.9,0.1,2.0,3,6,13,0.54,1.08,2225,es ESP,FW,es La Liga,24-023,2001,1.8,1,7,4,3.8,2.17,0.25,0,0,0,1.9,1.9,-0.9,-0.9,2225,es ESP,FW,es La Liga,24-023,2001,1.8,24,33,72.7,307,67,0,0.1,0.2,-0.1,2,3,3,0,6,2225,es ESP,FW,es La Liga,24-023,2001,1.8,33,31,2,0,1,0,1,0,0,0,0,0,24,0,2,2225,es ESP,FW,es La Liga,24-023,2001,1.8,8,4.34,4,0,2,2,0,0,0,0.0,2225,es ESP,FW,es La Liga,24-023,2001,1.8,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,2225,es ESP,FW,es La Liga,24-023,2001,1.8,66,0,0,29,38,17,66,7,2,28.6,4,57.1,41,184,90,3,2,2,9,5,53,13,2759,es ESP,FW,es La Liga,24-023,2001,3,166,55,7.4,1.8,2,0,1,1,2.33,6,2,4,2.17,1.39,3.7,1.0,2.7,1.45,2225,es ESP,FW,es La Liga,24-023,2001,1.8,0,0,0,4,6,1,1,0,0,0,0,0,5,2,2,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400000
2226,kaishu sano,jp JPN,MF,Mainz 05,de Bundesliga,24,2000,23,23,2053,22.8,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,26,111,28,0.0,0.03,2226,jp JPN,MF,de Bundesliga,24-056,2000,22.8,0,12,2,0.53,0.09,0.0,0,0,0,0.4,0.4,-0.4,-0.4,2226,jp JPN,MF,de Bundesliga,24-056,2000,22.8,761,952,79.9,12494,3718,0,0.4,1.3,-0.4,9,91,11,0,111,2226,jp JPN,MF,de Bundesliga,24-056,2000,22.8,952,944,4,2,0,5,6,2,0,0,0,0,761,4,14,2226,jp JPN,MF,de Bundesliga,24-056,2000,22.8,42,1.84,35,0,1,2,2,2,4,0.18,2226,jp JPN,MF,de Bundesliga,24-056,2000,22.8,43,27,14,22,7,31,45.2,17,47,10,37,37,80,42,0,2226,jp JPN,MF,de Bundesliga,24-056,2000,22.8,1214,47,289,723,214,18,1214,35,23,65.7,11,31.4,557,2888,1317,26,21,4,32,22,676,28,2760,jp JPN,MF,de Bundesliga,24-056,2000,23,2053,89,99.2,22.8,23,21,0,0,1.65,37,24,13,0.57,0.57,32.0,30.6,1.5,0.06,2226,jp JPN,MF,de Bundesliga,24-056,2000,22.8,2,0,0,12,21,1,6,37,27,0,0,0,115,58,43,57.4,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,7000000
2227,nicola sansone,it ITA,"MF,FW",Lecce,it Serie A,33,1991,5,0,65,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,0,1,5,0.0,0.36,2227,it ITA,"MF,FW",it Serie A,33-167,1991,0.7,0,3,1,4.15,1.38,0.0,2,0,0,0.2,0.2,-0.2,-0.2,2227,it ITA,"MF,FW",it Serie A,33-167,1991,0.7,18,22,81.8,294,98,0,0.0,0.1,0.0,1,2,0,0,1,2227,it ITA,"MF,FW",it Serie A,33-167,1991,0.7,22,18,4,1,0,0,4,0,3,2,1,0,18,0,0,2227,it ITA,"MF,FW",it Serie A,33-167,1991,0.7,5,6.92,3,1,0,0,1,0,0,0.0,2227,it ITA,"MF,FW",it Serie A,33-167,1991,0.7,0,0,0,0,0,0,44.4,0,0,0,0,0,0,0,0,2227,it ITA,"MF,FW",it Serie A,33-167,1991,0.7,29,1,4,10,15,3,29,1,0,0.0,1,100.0,20,83,7,0,1,0,1,1,20,5,2761,it ITA,"MF,FW",it Serie A,33-167,1991,5,65,13,2.8,0.7,0,0,5,5,0.67,2,1,1,1.38,2.37,1.7,1.3,0.4,0.49,2227,it ITA,"MF,FW",it Serie A,33-167,1991,0.7,1,0,0,0,1,1,4,0,0,0,0,0,1,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800000
2228,baptiste santamaria,fr FRA,MF,Nice,fr Ligue 1,29,1995,5,5,419,4.7,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.6,2,22,4,0.0,0.13,2228,fr FRA,MF,fr Ligue 1,29-352,1995,4.7,0,9,1,1.93,0.21,0.0,0,0,0,0.6,0.6,-0.6,-0.6,2228,fr FRA,MF,fr Ligue 1,29-352,1995,4.7,197,232,84.9,3198,1001,0,0.1,0.1,-0.1,2,21,2,0,22,2228,fr FRA,MF,fr Ligue 1,29-352,1995,4.7,232,225,5,5,0,3,0,0,0,0,0,0,197,2,6,2228,fr FRA,MF,fr Ligue 1,29-352,1995,4.7,8,1.72,5,0,0,2,1,0,1,0.21,2228,fr FRA,MF,fr Ligue 1,29-352,1995,4.7,11,4,3,6,2,12,66.7,4,7,2,5,10,21,11,0,2228,fr FRA,MF,fr Ligue 1,29-352,1995,4.7,293,12,62,191,42,5,293,2,1,50.0,1,50.0,126,431,227,2,2,0,6,4,198,4,2762,fr FRA,MF,fr Ligue 1,29-352,1995,5,419,84,20.2,4.7,5,3,0,0,2.6,9,2,7,1.5,0.85,7.8,4.3,3.5,0.74,2228,fr FRA,MF,fr Ligue 1,29-352,1995,4.7,0,0,0,9,12,0,0,10,4,0,0,0,21,11,5,68.8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,7000000
2229,baptiste santamaria,fr FRA,MF,Rennes,fr Ligue 1,29,1995,10,5,482,5.4,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,28,9,0.19,0.07,2229,fr FRA,MF,fr Ligue 1,29-352,1995,5.4,0,4,1,0.75,0.19,0.0,0,0,0,0.1,0.1,-0.1,-0.1,2229,fr FRA,MF,fr Ligue 1,29-352,1995,5.4,254,308,82.5,4350,1435,1,0.3,0.3,0.7,4,32,4,0,28,2229,fr FRA,MF,fr Ligue 1,29-352,1995,5.4,308,296,12,10,1,2,4,1,0,0,0,0,254,0,9,2229,fr FRA,MF,fr Ligue 1,29-352,1995,5.4,10,1.87,8,1,0,0,1,0,2,0.37,2229,fr FRA,MF,fr Ligue 1,29-352,1995,5.4,11,4,7,3,1,11,54.5,5,10,4,6,12,23,7,0,2229,fr FRA,MF,fr Ligue 1,29-352,1995,5.4,377,12,93,226,58,4,377,5,1,20.0,4,80.0,198,715,216,3,5,0,12,5,256,9,2763,fr FRA,MF,fr Ligue 1,29-352,1995,10,482,48,23.3,5.4,5,3,5,7,1.1,5,9,-4,-0.75,-0.86,5.0,7.8,-2.8,-0.53,2229,fr FRA,MF,fr Ligue 1,29-352,1995,5.4,1,0,0,5,7,0,4,12,4,1,0,1,34,13,13,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,7000000
